本能期训练报告 —— 站立任务
时间: 2026-09-05 18:20:00
本能区连接数: 582 | 每代婴儿: 96 x 2回合 | 最长回合: 3.0 秒
参数: 起步扰动 0.35 -> 最小 0.02 | 成功标准 2.6 秒

第 1820 代 | 本代最佳 0.96 秒 | 精英平均 0.93 秒 | 历史最佳 1.26 秒 | 扰动 0.400 | 用时 45 秒
第 1830 代 | 本代最佳 1.04 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.388 | 用时 45 秒
第 1840 代 | 本代最佳 1.00 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.377 | 用时 45 秒
第 1850 代 | 本代最佳 1.01 秒 | 精英平均 0.97 秒 | 历史最佳 1.26 秒 | 扰动 0.366 | 用时 45 秒
第 1860 代 | 本代最佳 1.05 秒 | 精英平均 0.98 秒 | 历史最佳 1.26 秒 | 扰动 0.355 | 用时 46 秒
第 1866 代：停滞 120 代，围绕历史最佳(1.26秒)重启探索
第 1870 代 | 本代最佳 0.89 秒 | 精英平均 0.80 秒 | 历史最佳 1.26 秒 | 扰动 0.494 | 用时 46 秒
第 1880 代 | 本代最佳 0.98 秒 | 精英平均 0.91 秒 | 历史最佳 1.26 秒 | 扰动 0.479 | 用时 46 秒
第 1890 代 | 本代最佳 0.99 秒 | 精英平均 0.93 秒 | 历史最佳 1.26 秒 | 扰动 0.465 | 用时 46 秒
第 1900 代 | 本代最佳 0.97 秒 | 精英平均 0.94 秒 | 历史最佳 1.26 秒 | 扰动 0.451 | 用时 47 秒
第 1910 代 | 本代最佳 0.97 秒 | 精英平均 0.93 秒 | 历史最佳 1.26 秒 | 扰动 0.438 | 用时 47 秒
第 1920 代 | 本代最佳 0.98 秒 | 精英平均 0.93 秒 | 历史最佳 1.26 秒 | 扰动 0.425 | 用时 47 秒
第 1930 代 | 本代最佳 1.03 秒 | 精英平均 0.96 秒 | 历史最佳 1.26 秒 | 扰动 0.413 | 用时 47 秒
第 1940 代 | 本代最佳 0.99 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.400 | 用时 48 秒
第 1950 代 | 本代最佳 1.02 秒 | 精英平均 0.96 秒 | 历史最佳 1.26 秒 | 扰动 0.388 | 用时 48 秒
第 1960 代 | 本代最佳 0.99 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.377 | 用时 48 秒
第 1970 代 | 本代最佳 0.96 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.366 | 用时 48 秒
第 1980 代 | 本代最佳 1.00 秒 | 精英平均 0.96 秒 | 历史最佳 1.26 秒 | 扰动 0.355 | 用时 49 秒
第 1986 代：停滞 120 代，围绕历史最佳(1.26秒)重启探索
第 1990 代 | 本代最佳 0.92 秒 | 精英平均 0.83 秒 | 历史最佳 1.26 秒 | 扰动 0.494 | 用时 49 秒
第 2000 代 | 本代最佳 0.93 秒 | 精英平均 0.87 秒 | 历史最佳 1.26 秒 | 扰动 0.479 | 用时 49 秒
第 2010 代 | 本代最佳 1.00 秒 | 精英平均 0.88 秒 | 历史最佳 1.26 秒 | 扰动 0.465 | 用时 49 秒
第 2020 代 | 本代最佳 0.99 秒 | 精英平均 0.92 秒 | 历史最佳 1.26 秒 | 扰动 0.451 | 用时 50 秒
第 2030 代 | 本代最佳 1.14 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.438 | 用时 50 秒
第 2040 代 | 本代最佳 1.14 秒 | 精英平均 0.94 秒 | 历史最佳 1.26 秒 | 扰动 0.425 | 用时 50 秒
第 2050 代 | 本代最佳 1.26 秒 | 精英平均 1.00 秒 | 历史最佳 1.26 秒 | 扰动 0.413 | 用时 50 秒
第 2060 代 | 本代最佳 1.06 秒 | 精英平均 0.95 秒 | 历史最佳 1.26 秒 | 扰动 0.400 | 用时 51 秒
第 2070 代 | 本代最佳 1.17 秒 | 精英平均 1.00 秒 | 历史最佳 1.31 秒 | 扰动 0.388 | 用时 51 秒
第 2080 代 | 本代最佳 1.14 秒 | 精英平均 1.03 秒 | 历史最佳 1.31 秒 | 扰动 0.377 | 用时 51 秒
第 2090 代 | 本代最佳 1.06 秒 | 精英平均 0.96 秒 | 历史最佳 1.48 秒 | 扰动 0.366 | 用时 51 秒
第 2100 代 | 本代最佳 1.16 秒 | 精英平均 1.05 秒 | 历史最佳 1.48 秒 | 扰动 0.355 | 用时 52 秒
第 2110 代 | 本代最佳 1.34 秒 | 精英平均 1.09 秒 | 历史最佳 1.48 秒 | 扰动 0.344 | 用时 52 秒
第 2120 代 | 本代最佳 1.27 秒 | 精英平均 1.16 秒 | 历史最佳 1.48 秒 | 扰动 0.334 | 用时 52 秒
第 2130 代 | 本代最佳 1.35 秒 | 精英平均 1.14 秒 | 历史最佳 1.48 秒 | 扰动 0.324 | 用时 52 秒
第 2140 代 | 本代最佳 1.17 秒 | 精英平均 1.09 秒 | 历史最佳 1.52 秒 | 扰动 0.315 | 用时 53 秒
第 2150 代 | 本代最佳 1.26 秒 | 精英平均 1.11 秒 | 历史最佳 1.52 秒 | 扰动 0.305 | 用时 53 秒
第 2160 代 | 本代最佳 1.35 秒 | 精英平均 1.14 秒 | 历史最佳 1.52 秒 | 扰动 0.296 | 用时 53 秒
第 2170 代 | 本代最佳 1.32 秒 | 精英平均 1.15 秒 | 历史最佳 1.52 秒 | 扰动 0.288 | 用时 53 秒
第 2180 代 | 本代最佳 1.36 秒 | 精英平均 1.20 秒 | 历史最佳 1.57 秒 | 扰动 0.279 | 用时 54 秒
第 2190 代 | 本代最佳 1.44 秒 | 精英平均 1.31 秒 | 历史最佳 1.57 秒 | 扰动 0.271 | 用时 54 秒
第 2200 代 | 本代最佳 1.67 秒 | 精英平均 1.22 秒 | 历史最佳 1.67 秒 | 扰动 0.263 | 用时 54 秒
第 2210 代 | 本代最佳 1.35 秒 | 精英平均 1.18 秒 | 历史最佳 1.67 秒 | 扰动 0.255 | 用时 55 秒
第 2220 代 | 本代最佳 1.37 秒 | 精英平均 1.24 秒 | 历史最佳 1.75 秒 | 扰动 0.248 | 用时 55 秒
第 2230 代 | 本代最佳 1.25 秒 | 精英平均 1.12 秒 | 历史最佳 1.75 秒 | 扰动 0.240 | 用时 55 秒
第 2240 代 | 本代最佳 1.49 秒 | 精英平均 1.32 秒 | 历史最佳 1.75 秒 | 扰动 0.233 | 用时 55 秒
第 2250 代 | 本代最佳 1.51 秒 | 精英平均 1.22 秒 | 历史最佳 1.75 秒 | 扰动 0.226 | 用时 56 秒
第 2260 代 | 本代最佳 1.61 秒 | 精英平均 1.20 秒 | 历史最佳 1.76 秒 | 扰动 0.220 | 用时 56 秒
第 2270 代 | 本代最佳 1.60 秒 | 精英平均 1.24 秒 | 历史最佳 1.76 秒 | 扰动 0.213 | 用时 56 秒
第 2280 代 | 本代最佳 1.29 秒 | 精英平均 1.17 秒 | 历史最佳 1.76 秒 | 扰动 0.207 | 用时 57 秒
第 2290 代 | 本代最佳 1.41 秒 | 精英平均 1.22 秒 | 历史最佳 1.76 秒 | 扰动 0.201 | 用时 57 秒
第 2300 代 | 本代最佳 1.33 秒 | 精英平均 1.11 秒 | 历史最佳 1.76 秒 | 扰动 0.195 | 用时 57 秒
第 2310 代 | 本代最佳 1.45 秒 | 精英平均 1.29 秒 | 历史最佳 1.76 秒 | 扰动 0.189 | 用时 57 秒
第 2320 代 | 本代最佳 1.40 秒 | 精英平均 1.12 秒 | 历史最佳 1.76 秒 | 扰动 0.183 | 用时 58 秒
第 2330 代 | 本代最佳 1.47 秒 | 精英平均 1.18 秒 | 历史最佳 1.76 秒 | 扰动 0.178 | 用时 58 秒
第 2340 代 | 本代最佳 1.52 秒 | 精英平均 1.24 秒 | 历史最佳 1.76 秒 | 扰动 0.173 | 用时 58 秒
第 2350 代 | 本代最佳 1.31 秒 | 精英平均 1.23 秒 | 历史最佳 1.76 秒 | 扰动 0.167 | 用时 59 秒
第 2360 代 | 本代最佳 1.41 秒 | 精英平均 1.28 秒 | 历史最佳 1.76 秒 | 扰动 0.163 | 用时 59 秒
第 2370 代 | 本代最佳 1.42 秒 | 精英平均 1.22 秒 | 历史最佳 1.76 秒 | 扰动 0.158 | 用时 59 秒
第 2374 代：停滞 120 代，围绕历史最佳(1.76秒)重启探索
第 2380 代 | 本代最佳 1.23 秒 | 精英平均 0.97 秒 | 历史最佳 1.76 秒 | 扰动 0.491 | 用时 59 秒
第 2390 代 | 本代最佳 1.28 秒 | 精英平均 1.12 秒 | 历史最佳 1.76 秒 | 扰动 0.477 | 用时 60 秒
第 2400 代 | 本代最佳 1.26 秒 | 精英平均 1.06 秒 | 历史最佳 1.76 秒 | 扰动 0.462 | 用时 60 秒
第 2410 代 | 本代最佳 1.20 秒 | 精英平均 1.08 秒 | 历史最佳 1.76 秒 | 扰动 0.449 | 用时 60 秒
第 2420 代 | 本代最佳 1.85 秒 | 精英平均 1.23 秒 | 历史最佳 1.85 秒 | 扰动 0.435 | 用时 60 秒
第 2430 代 | 本代最佳 1.27 秒 | 精英平均 1.02 秒 | 历史最佳 1.85 秒 | 扰动 0.423 | 用时 61 秒
第 2440 代 | 本代最佳 1.57 秒 | 精英平均 1.19 秒 | 历史最佳 1.85 秒 | 扰动 0.410 | 用时 61 秒
第 2450 代 | 本代最佳 1.21 秒 | 精英平均 1.10 秒 | 历史最佳 1.85 秒 | 扰动 0.398 | 用时 61 秒
第 2460 代 | 本代最佳 1.40 秒 | 精英平均 1.11 秒 | 历史最佳 1.85 秒 | 扰动 0.386 | 用时 61 秒
第 2470 代 | 本代最佳 1.72 秒 | 精英平均 1.16 秒 | 历史最佳 1.85 秒 | 扰动 0.375 | 用时 62 秒
第 2480 代 | 本代最佳 1.38 秒 | 精英平均 1.17 秒 | 历史最佳 1.85 秒 | 扰动 0.364 | 用时 62 秒
第 2490 代 | 本代最佳 1.50 秒 | 精英平均 1.22 秒 | 历史最佳 1.85 秒 | 扰动 0.353 | 用时 62 秒
第 2500 代 | 本代最佳 1.25 秒 | 精英平均 1.09 秒 | 历史最佳 1.85 秒 | 扰动 0.342 | 用时 62 秒
第 2510 代 | 本代最佳 1.33 秒 | 精英平均 1.11 秒 | 历史最佳 1.85 秒 | 扰动 0.332 | 用时 63 秒
第 2520 代 | 本代最佳 1.36 秒 | 精英平均 1.22 秒 | 历史最佳 1.85 秒 | 扰动 0.322 | 用时 63 秒
第 2530 代 | 本代最佳 1.40 秒 | 精英平均 1.19 秒 | 历史最佳 1.85 秒 | 扰动 0.313 | 用时 63 秒
第 2540 代 | 本代最佳 1.54 秒 | 精英平均 1.13 秒 | 历史最佳 1.85 秒 | 扰动 0.304 | 用时 64 秒
第 2540 代：停滞 120 代，围绕历史最佳(1.85秒)重启探索
第 2550 代 | 本代最佳 1.28 秒 | 精英平均 1.00 秒 | 历史最佳 1.85 秒 | 扰动 0.485 | 用时 64 秒
第 2560 代 | 本代最佳 1.07 秒 | 精英平均 0.99 秒 | 历史最佳 1.85 秒 | 扰动 0.471 | 用时 64 秒
第 2570 代 | 本代最佳 1.13 秒 | 精英平均 1.00 秒 | 历史最佳 1.85 秒 | 扰动 0.457 | 用时 64 秒
第 2580 代 | 本代最佳 1.23 秒 | 精英平均 1.03 秒 | 历史最佳 1.85 秒 | 扰动 0.443 | 用时 65 秒
第 2590 代 | 本代最佳 1.14 秒 | 精英平均 1.03 秒 | 历史最佳 1.85 秒 | 扰动 0.430 | 用时 65 秒
第 2600 代 | 本代最佳 1.16 秒 | 精英平均 1.00 秒 | 历史最佳 1.85 秒 | 扰动 0.418 | 用时 65 秒
第 2610 代 | 本代最佳 1.07 秒 | 精英平均 1.01 秒 | 历史最佳 1.85 秒 | 扰动 0.405 | 用时 65 秒
第 2620 代 | 本代最佳 1.26 秒 | 精英平均 1.10 秒 | 历史最佳 1.85 秒 | 扰动 0.393 | 用时 66 秒
第 2630 代 | 本代最佳 1.18 秒 | 精英平均 1.05 秒 | 历史最佳 1.85 秒 | 扰动 0.382 | 用时 66 秒
第 2640 代 | 本代最佳 1.15 秒 | 精英平均 1.08 秒 | 历史最佳 1.85 秒 | 扰动 0.370 | 用时 66 秒
第 2650 代 | 本代最佳 1.11 秒 | 精英平均 1.04 秒 | 历史最佳 1.85 秒 | 扰动 0.359 | 用时 66 秒
第 2660 代 | 本代最佳 1.28 秒 | 精英平均 1.10 秒 | 历史最佳 1.85 秒 | 扰动 0.349 | 用时 67 秒
第 2660 代：停滞 120 代，围绕历史最佳(1.85秒)重启探索
第 2670 代 | 本代最佳 1.41 秒 | 精英平均 1.15 秒 | 历史最佳 1.85 秒 | 扰动 0.485 | 用时 67 秒
第 2680 代 | 本代最佳 1.16 秒 | 精英平均 1.08 秒 | 历史最佳 1.85 秒 | 扰动 0.471 | 用时 67 秒
第 2690 代 | 本代最佳 1.32 秒 | 精英平均 1.06 秒 | 历史最佳 1.85 秒 | 扰动 0.457 | 用时 68 秒
第 2700 代 | 本代最佳 1.34 秒 | 精英平均 1.14 秒 | 历史最佳 1.85 秒 | 扰动 0.443 | 用时 68 秒
第 2710 代 | 本代最佳 1.23 秒 | 精英平均 1.11 秒 | 历史最佳 1.85 秒 | 扰动 0.430 | 用时 68 秒
第 2720 代 | 本代最佳 1.30 秒 | 精英平均 1.06 秒 | 历史最佳 1.85 秒 | 扰动 0.418 | 用时 68 秒
第 2730 代 | 本代最佳 1.34 秒 | 精英平均 1.12 秒 | 历史最佳 1.85 秒 | 扰动 0.405 | 用时 69 秒
第 2740 代 | 本代最佳 1.48 秒 | 精英平均 1.13 秒 | 历史最佳 1.85 秒 | 扰动 0.393 | 用时 69 秒
第 2750 代 | 本代最佳 1.33 秒 | 精英平均 1.15 秒 | 历史最佳 1.85 秒 | 扰动 0.382 | 用时 69 秒
第 2760 代 | 本代最佳 1.57 秒 | 精英平均 1.26 秒 | 历史最佳 1.85 秒 | 扰动 0.370 | 用时 69 秒
第 2770 代 | 本代最佳 1.58 秒 | 精英平均 1.24 秒 | 历史最佳 1.85 秒 | 扰动 0.359 | 用时 70 秒
第 2780 代 | 本代最佳 1.54 秒 | 精英平均 1.17 秒 | 历史最佳 1.85 秒 | 扰动 0.349 | 用时 70 秒
第 2780 代：停滞 120 代，围绕历史最佳(1.85秒)重启探索
第 2790 代 | 本代最佳 1.35 秒 | 精英平均 1.18 秒 | 历史最佳 1.85 秒 | 扰动 0.485 | 用时 70 秒
第 2800 代 | 本代最佳 1.27 秒 | 精英平均 1.07 秒 | 历史最佳 1.85 秒 | 扰动 0.471 | 用时 70 秒
第 2810 代 | 本代最佳 1.68 秒 | 精英平均 1.18 秒 | 历史最佳 1.85 秒 | 扰动 0.457 | 用时 71 秒
第 2820 代 | 本代最佳 1.61 秒 | 精英平均 1.15 秒 | 历史最佳 1.85 秒 | 扰动 0.443 | 用时 71 秒
第 2830 代 | 本代最佳 1.32 秒 | 精英平均 1.08 秒 | 历史最佳 1.85 秒 | 扰动 0.430 | 用时 71 秒
第 2840 代 | 本代最佳 1.50 秒 | 精英平均 1.18 秒 | 历史最佳 1.85 秒 | 扰动 0.418 | 用时 71 秒
第 2850 代 | 本代最佳 1.32 秒 | 精英平均 1.21 秒 | 历史最佳 1.85 秒 | 扰动 0.405 | 用时 72 秒
第 2860 代 | 本代最佳 1.49 秒 | 精英平均 1.13 秒 | 历史最佳 1.85 秒 | 扰动 0.393 | 用时 72 秒
第 2870 代 | 本代最佳 1.46 秒 | 精英平均 1.12 秒 | 历史最佳 1.85 秒 | 扰动 0.382 | 用时 72 秒
第 2880 代 | 本代最佳 1.29 秒 | 精英平均 1.15 秒 | 历史最佳 1.85 秒 | 扰动 0.370 | 用时 73 秒
第 2890 代 | 本代最佳 1.41 秒 | 精英平均 1.17 秒 | 历史最佳 1.85 秒 | 扰动 0.359 | 用时 73 秒
第 2900 代 | 本代最佳 1.39 秒 | 精英平均 1.22 秒 | 历史最佳 1.85 秒 | 扰动 0.349 | 用时 73 秒
第 2900 代：停滞 120 代，围绕历史最佳(1.85秒)重启探索
第 2910 代 | 本代最佳 1.45 秒 | 精英平均 1.17 秒 | 历史最佳 1.85 秒 | 扰动 0.485 | 用时 73 秒
第 2920 代 | 本代最佳 1.68 秒 | 精英平均 1.28 秒 | 历史最佳 1.85 秒 | 扰动 0.471 | 用时 74 秒
第 2930 代 | 本代最佳 1.62 秒 | 精英平均 1.11 秒 | 历史最佳 1.85 秒 | 扰动 0.457 | 用时 74 秒
第 2940 代 | 本代最佳 1.44 秒 | 精英平均 1.28 秒 | 历史最佳 1.85 秒 | 扰动 0.443 | 用时 74 秒
第 2950 代 | 本代最佳 1.48 秒 | 精英平均 1.23 秒 | 历史最佳 1.85 秒 | 扰动 0.430 | 用时 74 秒
第 2960 代 | 本代最佳 1.43 秒 | 精英平均 1.23 秒 | 历史最佳 1.97 秒 | 扰动 0.418 | 用时 75 秒
第 2970 代 | 本代最佳 1.34 秒 | 精英平均 1.12 秒 | 历史最佳 1.97 秒 | 扰动 0.405 | 用时 75 秒
第 2980 代 | 本代最佳 1.38 秒 | 精英平均 1.16 秒 | 历史最佳 1.97 秒 | 扰动 0.393 | 用时 75 秒
第 2990 代 | 本代最佳 1.36 秒 | 精英平均 1.21 秒 | 历史最佳 1.97 秒 | 扰动 0.382 | 用时 76 秒
第 3000 代 | 本代最佳 1.20 秒 | 精英平均 1.11 秒 | 历史最佳 1.97 秒 | 扰动 0.370 | 用时 76 秒
跑满 3000 代，历史最佳 1.97 秒

最终考核(30 回合随机起始): 平均 0.97 秒 | 最差 0.20 秒 | 最好 1.84 秒
总用时: 76 秒
